event_id,user_id,session_id,event_name,event_timestamp,product_id,platform
49,75,S00028,product_view,2023-08-08 01:29:00,1019.0,Web
50,122,S00029,homepage_view,2025-01-11 06:22:00,1045.0,Android App
51,500,S00030,homepage_view,2023-08-30 21:02:00,,Android App
52,441,S00031,HOMEPAGE_VIEW,2023-05-27 14:23:00,,iOS App
53,441,S00031,product_view,2023-05-27 14:43:00,1041.0,iOS App
54,151,S00032,homepage_view,2023-03-03 14:03:00,1044.0,iOS App
55,151,S00032,Product_View,2023-03-03 14:05:00,1044.0,iOS App
56,151,S00032,ADD_TO_CART,03-03-2023 14:11,1044.0,iOS App
57,151,S00032,checkout_start,2023-03-03 14:16:00,1044.0,iOS App
58,151,S00032,PURCHASE_COMPLETE,2023-03-03 14:18:00,1044.0,iOS App
59,252,S00033,HOMEPAGE_VIEW,2023-03-01 18:03:00,,Web
60,252,S00033,product_view,2023-03-01 18:06:00,1023.0,Web
61,48,S00034,Homepage_View,2023-10-29 11:22:00,,iOS App
62,317,S00035,HOMEPAGE_VIEW,2023-09-23 16:25:00,,Android App
63,317,S00035,product_view,2023-09-23 16:46:00,1036.0,Android App
64,165,S00036,HOMEPAGE_VIEW,01-05-2023 12:09,,iOS App
65,165,S00036,Product_View,2023-05-01 12:34:00,1025.0,iOS App
66,250,S00037,Homepage_View,2023-10-16 01:07:00,,Android App
67,250,S00037,product_view,2023-10-16 01:32:00,1042.0,Android App
68,250,S00037,add_to_cart,2023-10-16 01:53:00,1042.0,Android App
69,250,S00037,Checkout_Start,2023-10-16 02:11:00,1042.0,Android App
70,383,S00038,HOMEPAGE_VIEW,04-01-2025 21:15,,iOS App
71,383,S00038,product_view,2025-01-04 21:24:00,1002.0,iOS App
72,383,S00038,Add_To_Cart,2025-01-04 21:33:00,1002.0,iOS App
73,383,S00038,Checkout_Start,2025-01-04 21:34:00,1002.0,iOS App
74,329,S00039,HOMEPAGE_VIEW,2023-05-10 23:25:00,,Web
75,329,S00039,product_view,2023-05-10 23:42:00,1005.0,Web
76,311,S00040,Homepage_View,05-06-2023 02:13,,Android App
77,311,S00040,product_view,2023-06-05 02:21:00,1029.0,Android App
78,435,S00041,Homepage_View,2023-09-01 17:05:00,,Android App
79,374,S00042,homepage_view,13-01-2025 00:18,,iOS App
80,276,S00043,HOMEPAGE_VIEW,2023-06-08 17:07:00,,iOS App
81,276,S00043,product_view,2023-06-08 17:28:00,1020.0,iOS App
82,276,S00043,add_to_cart,2023-06-08 17:37:00,1020.0,iOS App
83,28,S00044,homepage_view,08-03-2023 17:18,,Android App
84,28,S00044,Product_View,2023-03-08 17:42:00,1042.0,Android App
85,28,S00044,ADD_TO_CART,2023-03-08 18:04:00,1042.0,Android App
86,28,S00044,Checkout_Start,2023-03-08 18:11:00,1042.0,Android App
87,28,S00044,Purchase_Complete,2023-03-08 18:33:00,1042.0,Android App
88,291,S00045,homepage_view,2023-05-22 11:06:00,,Android App
89,329,S00046,HOMEPAGE_VIEW,2023-06-08 13:05:00,,Android App
90,329,S00046,Product_View,2023-06-08 13:17:00,1024.0,Android App
91,329,S00046,ADD_TO_CART,2023-06-08 13:38:00,1024.0,Android App
92,457,S00047,HOMEPAGE_VIEW,19-03-2023 17:24,,iOS App
93,457,S00047,product_view,2023-03-19 17:41:00,1017.0,iOS App
94,394,S00048,Homepage_View,2023-12-26 18:18:00,,iOS App
95,394,S00048,product_view,2023-12-26 18:43:00,1003.0,iOS App
96,394,S00048,ADD_TO_CART,2023-12-26 19:08:00,1003.0,iOS App
97,394,S00048,checkout_start,2023-12-26 19:25:00,1003.0,iOS App
98,340,S00049,HOMEPAGE_VIEW,2024-01-10 07:06:00,,Web
99,290,S00050,Homepage_View,2023-02-06 21:16:00,,iOS App
100,290,S00050,Product_View,2023-02-06 21:25:00,1047.0,iOS App
101,266,S00051,homepage_view,2023-06-26 11:15:00,,Android App
102,266,S00051,Product_View,2023-06-26 11:32:00,1031.0,Android App
103,266,S00051,ADD_TO_CART,2023-06-26 11:50:00,1031.0,Android App
104,266,S00051,checkout_start,2023-06-26 12:11:00,1031.0,Android App
105,266,S00051,PURCHASE_COMPLETE,2023-06-26 12:19:00,1031.0,Android App
106,177,S00052,HOMEPAGE_VIEW,2023-04-10 15:01:00,,Android App
107,177,S00052,Product_View,2023-04-10 15:18:00,1039.0,Android App
108,177,S00052,ADD_TO_CART,2023-04-10 15:30:00,1039.0,Android App
109,177,S00052,checkout_start,2023-04-10 15:41:00,1039.0,Android App
110,177,S00052,PURCHASE_COMPLETE,2023-04-10 15:48:00,1039.0,Android App
111,12,S00053,HOMEPAGE_VIEW,2023-11-08 07:19:00,,iOS App
112,12,S00053,product_view,08-11-2023 07:38,1009.0,iOS App
113,12,S00053,ADD_TO_CART,2023-11-08 07:44:00,1009.0,iOS App
114,10,S00054,homepage_view,2024-01-18 23:10:00,,Web
115,10,S00054,product_view,2024-01-18 23:26:00,1043.0,Web
116,10,S00054,ADD_TO_CART,2024-01-18 23:31:00,1043.0,Web
117,136,S00055,HOMEPAGE_VIEW,2025-01-11 03:15:00,,Web
118,136,S00055,product_view,2025-01-11 03:19:00,1022.0,Web
119,259,S00056,homepage_view,2023-06-28 21:20:00,,Android App
120,450,S00057,Homepage_View,2023-06-09 17:03:00,,Web
121,450,S00057,Product_View,2023-06-09 17:04:00,1008.0,Web
122,450,S00057,ADD_TO_CART,2023-06-09 17:06:00,1008.0,Web
123,405,S00058,HOMEPAGE_VIEW,2024-04-09 12:24:00,,Android App
124,405,S00058,product_view,2024-04-09 12:49:00,1038.0,Android App
125,405,S00058,ADD_TO_CART,2024-04-09 13:09:00,1038.0,Android App
126,405,S00059,HOMEPAGE_VIEW,2024-04-20 00:04:00,,Web
127,162,S00060,Homepage_View,2023-09-28 13:05:00,,Android App
128,217,S00061,HOMEPAGE_VIEW,2023-06-11 18:09:00,,Android App
129,286,S00062,HOMEPAGE_VIEW,2023-11-25 15:18:00,,iOS App
130,397,S00063,homepage_view,2023-06-03 22:22:00,,Android App
131,83,S00064,Homepage_View,2023-12-08 03:13:00,,iOS App
132,27,S00065,homepage_view,2023-04-26 05:01:00,,Android App
133,46,S00066,homepage_view,2023-02-28 02:12:00,,Android App
134,206,S00067,HOMEPAGE_VIEW,2025-01-11 12:23:00,,Web
135,206,S00067,Product_View,11-01-2025 12:39,1019.0,Web
136,477,S00068,HOMEPAGE_VIEW,2025-01-13 11:20:00,,iOS App
137,477,S00068,Product_View,2025-01-13 11:22:00,1003.0,iOS App
138,477,S00068,add_to_cart,2025-01-13 11:28:00,1003.0,iOS App
139,477,S00068,Checkout_Start,2025-01-13 11:41:00,1003.0,iOS App
140,378,S00069,Homepage_View,2023-09-29 22:18:00,,iOS App
141,178,S00070,Homepage_View,2023-03-19 08:07:00,1039.0,iOS App
142,178,S00070,product_view,2023-03-19 08:21:00,1039.0,iOS App
143,175,S00071,HOMEPAGE_VIEW,2023-12-22 03:18:00,,Web
144,175,S00071,product_view,2023-12-22 03:34:00,1017.0,Web
145,235,S00072,Homepage_View,27-11-2023 21:01,,Android App
146,113,S00073,Homepage_View,2023-10-12 21:11:00,1015.0,Web
147,113,S00073,product_view,2023-10-12 21:20:00,1015.0,Web
148,113,S00073,Add_To_Cart,2023-10-12 21:44:00,1015.0,Web
149,113,S00073,checkout_start,2023-10-12 21:56:00,1015.0,Web
150,113,S00073,PURCHASE_COMPLETE,2023-10-12 22:20:00,1015.0,Web
151,378,S00074,homepage_view,2023-12-31 06:09:00,,iOS App
152,183,S00075,HOMEPAGE_VIEW,2023-11-01 04:03:00,1008.0,iOS App
153,183,S00075,product_view,2023-11-01 04:21:00,1008.0,iOS App
154,183,S00075,Add_To_Cart,2023-11-01 04:32:00,1008.0,iOS App
155,141,S00076,Homepage_View,2024-05-20 15:09:00,,iOS App
156,141,S00076,Product_View,2024-05-20 15:23:00,1033.0,iOS App
157,141,S00076,Add_To_Cart,2024-05-20 15:35:00,1033.0,iOS App
158,141,S00076,Checkout_Start,2024-05-20 15:39:00,1033.0,iOS App
159,141,S00076,purchase_complete,2024-05-20 16:01:00,1033.0,iOS App
160,186,S00077,Homepage_View,2023-02-25 19:18:00,,Android App
161,188,S00078,Homepage_View,2024-12-19 05:07:00,,Android App
162,144,S00079,HOMEPAGE_VIEW,2023-03-25 14:05:00,,iOS App
163,412,S00080,homepage_view,2024-03-30 07:13:00,,Web
164,412,S00080,product_view,2024-03-30 07:14:00,1028.0,Web
165,412,S00080,ADD_TO_CART,2024-03-30 07:35:00,1028.0,Web
166,412,S00080,checkout_start,2024-03-30 07:44:00,1028.0,Web
167,31,S00081,homepage_view,2023-01-13 06:21:00,,Android App
168,31,S00081,Product_View,2023-01-13 06:39:00,1031.0,Android App
169,31,S00081,ADD_TO_CART,2023-01-13 06:51:00,1031.0,Android App
170,333,S00082,Homepage_View,2023-07-25 17:12:00,,iOS App
171,456,S00083,Homepage_View,2023-02-16 02:10:00,,Android App
172,456,S00083,Product_View,2023-02-16 02:21:00,1040.0,Android App
173,435,S00084,homepage_view,2023-08-12 02:11:00,,iOS App
174,310,S00085,Homepage_View,2024-08-06 20:15:00,,Android App
175,310,S00085,product_view,2024-08-06 20:21:00,1018.0,Android App
176,310,S00085,ADD_TO_CART,2024-08-06 20:29:00,1018.0,Android App
177,108,S00086,homepage_view,2024-03-30 05:04:00,1007.0,Android App
178,108,S00086,Product_View,2024-03-30 05:29:00,1007.0,Android App
179,54,S00087,HOMEPAGE_VIEW,2023-09-17 08:03:00,1010.0,Web
180,54,S00087,Product_View,2023-09-17 08:27:00,1010.0,Web
181,54,S00087,add_to_cart,2023-09-17 08:44:00,,Web
182,167,S00088,HOMEPAGE_VIEW,2023-10-01 15:09:00,,Android App
183,91,S00089,HOMEPAGE_VIEW,2025-01-11 19:24:00,,Android App
184,274,S00090,homepage_view,2023-04-10 09:18:00,,Android App
185,274,S00090,product_view,2023-04-10 09:27:00,1031.0,Android App
186,274,S00090,add_to_cart,2023-04-10 09:52:00,1031.0,Android App
187,274,S00090,Checkout_Start,2023-04-10 10:08:00,1031.0,Android App
188,409,S00091,HOMEPAGE_VIEW,2023-04-18 09:01:00,,Web
189,203,S00092,HOMEPAGE_VIEW,2023-05-15 07:24:00,,iOS App
190,203,S00092,product_view,2023-05-15 07:38:00,1046.0,iOS App
191,314,S00093,HOMEPAGE_VIEW,2023-10-27 22:10:00,,Web
192,314,S00093,product_view,2023-10-27 22:13:00,1018.0,Web
193,314,S00093,ADD_TO_CART,2023-10-27 22:28:00,1018.0,Web
194,314,S00093,checkout_start,2023-10-27 22:39:00,1018.0,Web
195,12,S00094,homepage_view,2024-05-12 05:09:00,,iOS App
196,12,S00094,product_view,2024-05-12 05:14:00,1019.0,iOS App
197,12,S00094,Add_To_Cart,2024-05-12 05:24:00,1019.0,iOS App
198,170,S00095,Homepage_View,2025-01-10 02:09:00,,iOS App
199,170,S00095,Product_View,2025-01-10 02:18:00,1004.0,iOS App
200,170,S00095,ADD_TO_CART,2025-01-10 02:43:00,1004.0,iOS App
201,170,S00095,checkout_start,2025-01-10 03:07:00,1004.0,iOS App
202,49,S00096,Homepage_View,2024-01-08 16:16:00,,Web
203,49,S00096,product_view,2024-01-08 16:37:00,1014.0,Web
204,63,S00097,homepage_view,06-09-2024 08:10,,Android App
205,499,S00098,Homepage_View,2023-03-25 03:14:00,,iOS App
206,203,S00099,HOMEPAGE_VIEW,2023-06-28 07:19:00,,iOS App
207,203,S00099,product_view,2023-06-28 07:22:00,1003.0,iOS App
208,203,S00099,Add_To_Cart,2023-06-28 07:42:00,1003.0,iOS App
209,31,S00100,HOMEPAGE_VIEW,2023-01-18 11:23:00,,Web
210,31,S00100,Product_View,2023-01-18 11:41:00,1010.0,Web
211,31,S00100,add_to_cart,2023-01-18 11:48:00,1010.0,Web
212,31,S00100,Checkout_Start,2023-01-18 11:50:00,1010.0,Web
213,278,S00101,homepage_view,2025-01-08 22:19:00,,Android App
214,278,S00101,product_view,08-01-2025 22:39,1013.0,Android App
215,278,S00101,Add_To_Cart,2025-01-08 22:49:00,1013.0,Android App
216,260,S00102,HOMEPAGE_VIEW,2024-03-14 12:01:00,,Web
217,260,S00102,product_view,2024-03-14 12:25:00,1012.0,Web
218,199,S00103,HOMEPAGE_VIEW,2024-04-06 06:16:00,,Web
219,199,S00103,product_view,06-04-2024 06:27,1044.0,Web
220,23,S00104,homepage_view,15-07-2023 04:07,,iOS App
221,429,S00105,HOMEPAGE_VIEW,2023-07-17 12:17:00,,Web
222,429,S00105,product_view,17-07-2023 12:37,1032.0,Web
223,336,S00106,homepage_view,2024-03-12 15:21:00,,iOS App
224,421,S00107,Homepage_View,2024-10-08 11:20:00,,Web
225,40,S00108,HOMEPAGE_VIEW,2023-02-27 06:04:00,,Web
226,40,S00108,product_view,2023-02-27 06:26:00,1007.0,Web
227,286,S00109,homepage_view,2023-11-06 23:24:00,,Web
228,360,S00110,homepage_view,2023-08-27 21:06:00,,Android App
229,274,S00111,HOMEPAGE_VIEW,2023-03-19 19:11:00,1023.0,Android App
230,274,S00111,Product_View,2023-03-19 19:36:00,1023.0,Android App
231,274,S00111,ADD_TO_CART,2023-03-19 19:44:00,1023.0,Android App
232,382,S00112,Homepage_View,22-06-2023 08:15,,Android App
233,382,S00112,product_view,2023-06-22 08:16:00,1029.0,Android App
234,382,S00112,add_to_cart,2023-06-22 08:26:00,1029.0,Android App
235,483,S00113,HOMEPAGE_VIEW,2023-09-01 22:17:00,,Android App
236,483,S00113,Product_View,2023-09-01 22:32:00,1036.0,Android App
237,483,S00113,add_to_cart,2023-09-01 22:51:00,1036.0,Android App
238,483,S00113,checkout_start,2023-09-01 23:04:00,1036.0,Android App
239,406,S00114,HOMEPAGE_VIEW,2023-01-30 15:23:00,,iOS App
240,154,S00115,homepage_view,2024-06-27 01:13:00,,Web
241,154,S00115,Product_View,2024-06-27 01:27:00,1037.0,Web
242,154,S00115,add_to_cart,2024-06-27 01:52:00,1037.0,Web
243,325,S00116,HOMEPAGE_VIEW,2023-07-08 20:10:00,,Android App
244,325,S00116,product_view,2023-07-08 20:27:00,1004.0,Android App
245,202,S00117,homepage_view,2023-12-01 14:17:00,,Web
246,202,S00117,Product_View,01-12-2023 14:22,1037.0,Web
247,26,S00118,Homepage_View,2023-10-27 17:03:00,,Android App
248,26,S00118,Product_View,2023-10-27 17:08:00,1017.0,Android App
249,334,S00119,HOMEPAGE_VIEW,2023-04-21 18:20:00,,iOS App
250,334,S00119,Product_View,2023-04-21 18:34:00,1036.0,iOS App
251,58,S00120,Homepage_View,2024-01-25 21:12:00,,Android App
252,395,S00121,Homepage_View,2023-06-25 09:20:00,,iOS App
253,120,S00122,HOMEPAGE_VIEW,2025-01-11 08:25:00,,Android App
254,120,S00122,product_view,2025-01-11 08:45:00,1010.0,Android App
255,8,S00123,Homepage_View,2025-01-11 07:15:00,,iOS App
256,8,S00123,Product_View,2025-01-11 07:22:00,1020.0,iOS App
257,73,S00124,Homepage_View,2023-07-02 22:01:00,,Web
258,73,S00124,product_view,2023-07-02 22:07:00,1043.0,Web
259,317,S00125,homepage_view,2023-12-10 08:21:00,,iOS App
260,468,S00126,Homepage_View,2023-08-21 21:01:00,,Android App
261,468,S00126,product_view,2023-08-21 21:14:00,1007.0,Android App
262,306,S00127,HOMEPAGE_VIEW,2024-11-07 17:07:00,1012.0,iOS App
263,21,S00128,Homepage_View,12-01-2025 04:16,,Android App
264,182,S00129,Homepage_View,2025-01-10 20:17:00,,Android App
265,456,S00130,homepage_view,2023-03-28 00:08:00,,Web
266,456,S00130,Product_View,2023-03-28 00:32:00,1018.0,Web
267,447,S00131,homepage_view,2024-11-25 20:14:00,,Web
268,447,S00131,Product_View,2024-11-25 20:34:00,1015.0,Web
269,447,S00131,add_to_cart,2024-11-25 20:55:00,1015.0,Web
270,447,S00131,Checkout_Start,2024-11-25 21:00:00,1015.0,Web
271,466,S00132,homepage_view,2025-01-12 16:19:00,,iOS App
272,61,S00133,homepage_view,2024-11-06 05:24:00,,Android App
273,61,S00133,Product_View,2024-11-06 05:38:00,1010.0,Android App
274,458,S00134,homepage_view,2023-03-30 20:05:00,,Web
275,314,S00135,HOMEPAGE_VIEW,2023-10-09 19:19:00,,Android App
276,184,S00136,HOMEPAGE_VIEW,2024-05-08 02:05:00,,Web
277,95,S00137,homepage_view,06-01-2025 12:05,,Android App
278,8,S00138,homepage_view,2025-01-12 19:07:00,,iOS App
279,444,S00139,Homepage_View,2023-07-23 19:11:00,,Android App
280,312,S00140,Homepage_View,2023-11-01 23:11:00,,Android App
281,269,S00141,homepage_view,2023-04-21 20:17:00,,Web
282,269,S00141,Product_View,2023-04-21 20:25:00,1003.0,Web
283,269,S00141,ADD_TO_CART,2023-04-21 20:38:00,1003.0,Web
284,269,S00141,Checkout_Start,2023-04-21 20:53:00,1003.0,Web
285,147,S00142,HOMEPAGE_VIEW,2024-08-30 14:10:00,1028.0,iOS App
286,238,S00143,HOMEPAGE_VIEW,2023-08-01 20:24:00,,Android App
287,357,S00144,Homepage_View,2023-02-06 17:14:00,,iOS App
288,365,S00145,Homepage_View,2023-09-29 06:09:00,,Android App
289,368,S00146,HOMEPAGE_VIEW,2023-11-06 23:04:00,,iOS App
290,368,S00146,product_view,2023-11-06 23:17:00,1006.0,iOS App
291,368,S00146,add_to_cart,2023-11-06 23:42:00,1006.0,iOS App
292,77,S00147,HOMEPAGE_VIEW,2023-03-08 05:25:00,,iOS App
293,493,S00148,homepage_view,2023-09-11 14:06:00,,Android App
294,493,S00148,Product_View,11-09-2023 14:31,1041.0,Android App
295,256,S00149,homepage_view,2023-04-19 17:16:00,,iOS App
296,256,S00149,product_view,2023-04-19 17:31:00,1039.0,iOS App
297,256,S00149,Add_To_Cart,2023-04-19 17:49:00,1039.0,iOS App
298,26,S00150,Homepage_View,2023-08-28 05:21:00,,iOS App
299,430,S00151,homepage_view,2023-05-02 19:03:00,,Android App
300,430,S00151,product_view,2023-05-02 19:13:00,1022.0,Android App
301,185,S00152,Homepage_View,2023-10-28 01:11:00,,iOS App
302,432,S00153,homepage_view,2024-05-31 17:16:00,,iOS App
303,432,S00153,product_view,2024-05-31 17:30:00,1019.0,iOS App
304,56,S00154,homepage_view,2023-02-22 18:17:00,,Web
305,362,S00155,Homepage_View,2023-03-14 09:11:00,,Android App
306,362,S00155,Product_View,2023-03-14 09:16:00,1039.0,Android App
307,253,S00156,Homepage_View,16-12-2023 05:23,1015.0,Web
308,253,S00156,product_view,2023-12-16 05:44:00,1015.0,Web
309,253,S00156,Add_To_Cart,2023-12-16 06:04:00,1015.0,Web
310,327,S00157,HOMEPAGE_VIEW,2023-03-27 06:07:00,,iOS App
311,327,S00157,Product_View,2023-03-27 06:24:00,1041.0,iOS App
312,327,S00157,Add_To_Cart,2023-03-27 06:35:00,1041.0,iOS App
313,427,S00158,HOMEPAGE_VIEW,2023-06-06 05:11:00,,iOS App
314,427,S00158,Product_View,2023-06-06 05:16:00,1022.0,iOS App
315,443,S00159,HOMEPAGE_VIEW,2024-11-22 17:14:00,,Android App
316,348,S00160,homepage_view,2025-01-11 10:01:00,,Web
317,408,S00161,Homepage_View,2025-01-14 15:01:00,1018.0,iOS App
318,293,S00162,Homepage_View,2025-01-12 22:04:00,,iOS App
319,293,S00162,product_view,2025-01-12 22:18:00,1039.0,iOS App
320,293,S00162,Add_To_Cart,2025-01-12 22:33:00,1039.0,iOS App
321,293,S00162,checkout_start,2025-01-12 22:35:00,1039.0,iOS App
322,293,S00162,Purchase_Complete,2025-01-12 22:36:00,1039.0,iOS App
323,175,S00163,Homepage_View,2023-11-02 15:10:00,,Web
324,481,S00164,homepage_view,2025-01-11 09:24:00,,iOS App
325,481,S00164,Product_View,2025-01-11 09:25:00,1014.0,iOS App
326,305,S00165,homepage_view,2023-07-31 02:02:00,,Android App
327,305,S00165,Product_View,2023-07-31 02:21:00,1030.0,Android App
328,305,S00165,add_to_cart,2023-07-31 02:28:00,1030.0,Android App
329,344,S00166,Homepage_View,2023-09-10 03:06:00,,Android App
330,53,S00167,Homepage_View,2023-09-28 06:18:00,,Web
331,294,S00168,Homepage_View,14-01-2025 02:20,,iOS App
332,294,S00168,product_view,2025-01-14 02:42:00,1020.0,iOS App
333,294,S00168,Add_To_Cart,2025-01-14 02:56:00,1020.0,iOS App
334,429,S00169,Homepage_View,2023-07-13 22:20:00,,Web
335,344,S00170,homepage_view,2023-05-30 17:19:00,,iOS App
336,50,S00171,HOMEPAGE_VIEW,2023-03-02 14:21:00,,Android App
337,74,S00172,homepage_view,2023-10-07 19:13:00,,Android App
338,452,S00173,homepage_view,2023-04-23 10:01:00,,Android App
339,452,S00173,Product_View,2023-04-23 10:07:00,1032.0,Android App
340,66,S00174,homepage_view,2023-07-07 16:23:00,,iOS App
341,273,S00175,homepage_view,2023-12-07 14:14:00,,Android App
342,197,S00176,HOMEPAGE_VIEW,2023-10-26 02:23:00,,Android App
343,176,S00177,HOMEPAGE_VIEW,2025-01-11 07:22:00,,iOS App
344,250,S00178,Homepage_View,2023-10-29 03:15:00,,Web
345,250,S00178,product_view,2023-10-29 03:28:00,1039.0,Web
346,306,S00179,HOMEPAGE_VIEW,2024-12-29 12:21:00,,Android App
347,306,S00179,product_view,2024-12-29 12:40:00,1032.0,Android App
348,232,S00180,HOMEPAGE_VIEW,2024-02-19 17:20:00,,Android App
349,154,S00181,HOMEPAGE_VIEW,2024-11-09 18:14:00,1020.0,Web
350,154,S00181,Product_View,2024-11-09 18:15:00,1020.0,Web
351,32,S00182,HOMEPAGE_VIEW,2024-01-09 11:01:00,,Web
352,32,S00182,product_view,2024-01-09 11:11:00,1004.0,Web
353,202,S00183,Homepage_View,2024-02-18 20:13:00,,Android App
354,244,S00184,Homepage_View,2024-07-17 04:13:00,,iOS App
355,344,S00185,HOMEPAGE_VIEW,2023-06-18 04:03:00,,iOS App
356,344,S00185,product_view,18-06-2023 04:17,1001.0,iOS App
357,213,S00186,HOMEPAGE_VIEW,2023-09-21 14:14:00,,Web
358,231,S00187,HOMEPAGE_VIEW,2025-01-13 02:14:00,,iOS App
359,365,S00188,HOMEPAGE_VIEW,2023-06-12 16:18:00,,Android App
360,361,S00189,HOMEPAGE_VIEW,2023-07-11 11:16:00,,iOS App
361,361,S00189,Product_View,2023-07-11 11:41:00,1038.0,iOS App
362,361,S00189,add_to_cart,2023-07-11 12:01:00,1038.0,iOS App
363,343,S00190,HOMEPAGE_VIEW,23-04-2023 02:18,,Web
364,343,S00190,product_view,2023-04-23 02:43:00,1041.0,Web
365,241,S00191,Homepage_View,2024-03-12 18:14:00,1022.0,Web
366,241,S00191,Product_View,2024-03-12 18:16:00,1022.0,Web
367,32,S00192,HOMEPAGE_VIEW,2024-03-11 20:06:00,,Android App
368,320,S00193,homepage_view,2023-07-26 00:03:00,,Android App
369,320,S00193,Product_View,2023-07-26 00:08:00,1032.0,Android App
370,320,S00193,add_to_cart,2023-07-26 00:32:00,1032.0,Android App
371,338,S00194,homepage_view,2025-01-13 00:23:00,,iOS App
372,176,S00195,Homepage_View,2025-01-14 05:16:00,,Web
373,176,S00195,product_view,2025-01-14 05:37:00,1010.0,Web
374,177,S00196,homepage_view,2023-02-20 01:25:00,,Web
375,177,S00196,product_view,2023-02-20 01:41:00,1017.0,Web
376,243,S00197,Homepage_View,2025-01-14 05:01:00,1028.0,Web
377,493,S00198,HOMEPAGE_VIEW,2023-08-10 16:04:00,,Web
378,493,S00198,Product_View,2023-08-10 16:25:00,1003.0,Web
379,493,S00198,Add_To_Cart,2023-08-10 16:29:00,1003.0,Web
380,384,S00199,homepage_view,2025-01-11 02:25:00,,Web
381,161,S00200,homepage_view,16-12-2023 17:01,,iOS App
382,161,S00200,Product_View,2023-12-16 17:16:00,1044.0,iOS App
383,161,S00200,add_to_cart,16-12-2023 17:23,,iOS App
384,337,S00201,HOMEPAGE_VIEW,23-12-2023 06:04,1041.0,Web
385,193,S00202,homepage_view,2024-09-08 21:06:00,,Web
386,193,S00202,Product_View,2024-09-08 21:09:00,1037.0,Web
387,193,S00202,ADD_TO_CART,2024-09-08 21:23:00,1037.0,Web
388,193,S00202,checkout_start,2024-09-08 21:29:00,1037.0,Web
